pelanggan_id,nama_pelanggan,kota,tanggal_daftar,segmen
P01354,Jihan Puspita,Makassar,2024-06-07,Reguler
P01355,Bayu Gunawan,Jakarta Barat,2025-07-11,Member
P01356,Mila Hartono,Malang,2024-04-05,Reguler
P01357,Irfan Wijaya,Jakarta Barat,2023-12-02,Reguler
P01358,Dian Suryani,Surabaya,2024-04-02,Reguler
P01359,Maya Firmansyah,Surabaya,2025-02-14,Reguler
P01360,Farah Saputra,Malang,2024-09-19,Member
P01361,Zaki Suryani,Bandung,2025-08-02,Reguler
P01362,Adi Puspita,Surabaya,2024-06-14,Reguler
P01363,Zaki Nugroho,Surabaya,2024-05-03,Reguler
P01364,Fajar Rahayu,Surabaya,2023-09-27,Reguler
P01365,Fajar Halim,Bandung,2023-12-24,Reguler
P01366,Irfan Kusuma,Surabaya,2024-09-22,Reguler
P01367,Mila Santoso,Jakarta Barat,2024-08-28,Member
P01368,Rangga Anggraini,Yogyakarta,2024-02-25,Reguler
P01369,Farah Pratama,Jakarta Selatan,2024-11-12,Reguler
P01370,Galih Saputra,Semarang,2023-11-13,Reguler
P01371,Mila Hartono,Tangerang Selatan,2023-10-18,Reguler
P01372,Sari Suryani,Jakarta Selatan,2023-06-14,Member
P01373,Gita Saputra,Bekasi,2023-08-30,Reguler
P01374,Galih Ramadhan,Yogyakarta,2024-08-22,Reguler
P01375,Rangga Lestari,Jakarta Selatan,2024-03-15,Reguler
P01376,Hana Santoso,Yogyakarta,2025-09-12,Reguler
P01377,Irfan Pratama,Tangerang Selatan,2025-07-28,Member
P01378,Fajar Kusuma,Malang,2025-08-19,Reguler
P01379,Lukman Anggraini,Semarang,2024-07-10,Reguler
P01380,Tono Puspita,Bandung,2024-05-30,Member
P01381,Vina Hartono,Bekasi,2024-01-14,Reguler
P01382,Sari Puspita,Bandung,2023-06-13,Reguler
P01383,Indra Hartono,Depok,2023-04-22,Reguler
P01384,Zaki Wijaya,Jakarta Selatan,2023-02-12,Reguler
P01385,Fajar Kusuma,Semarang,2025-07-14,Reguler
P01386,Bayu Firmansyah,Surabaya,2025-04-12,Premium
P01387,Indra Maulana,Malang,2023-12-18,Reguler
P01388,Indra Wijaya,Jakarta Selatan,2024-03-30,Premium
P01389,Mila Suryani,Jakarta Selatan,2024-07-31,Member
P01390,Indra Ramadhan,Yogyakarta,2025-01-06,Reguler
P01391,Yanti Pratama,Yogyakarta,2025-02-25,Reguler
P01392,Hesti Ramadhan,Jakarta Barat,2023-10-20,Member
P01393,Wahyu Puspita,Jakarta Selatan,2023-07-09,Member
P01394,Maya Wijaya,Bandung,2025-06-16,Reguler
P01395,Nanda Puspita,Depok,2024-05-03,Premium
P01396,Mila Rahayu,Surabaya,2024-05-12,Reguler
P01397,Wahyu Setiawan,Bandung,2023-11-19,Reguler
P01398,Okta Anggraini,Tangerang Selatan,2025-02-26,Member
P01399,Irfan Halim,Bekasi,2025-08-17,Premium
P01400,Indra Pratama,Depok,2024-10-01,Reguler
P01401,Eka Gunawan,Jakarta Barat,2024-09-22,Member
P01402,Fajar Gunawan,Surabaya,2024-11-20,Reguler
P01403,Hesti Anggraini,Bekasi,2025-06-15,Reguler
P01404,Farah Wijaya,Jakarta Barat,2024-05-05,Member
P01405,Citra Anggraini,Yogyakarta,2025-03-19,Reguler
P01406,Fajar Gunawan,Jakarta Selatan,2024-02-26,Member
P01407,Joko Permana,Bandung,2024-03-31,Reguler
P01408,Galih Maulana,Bandung,2024-11-16,Member
P01409,Fajar Gunawan,Bekasi,2025-05-02,Reguler
P01410,Bayu Ramadhan,Yogyakarta,2025-06-17,Reguler
P01411,Mila Puspita,Malang,2024-10-16,Member
P01412,Putri Anggraini,Semarang,2024-06-17,Reguler
P01413,Jihan Saputra,Depok,2023-02-09,Member
P01414,Vina Puspita,Jakarta Barat,2025-03-08,Reguler
P01415,Yanti Pratama,Depok,2023-03-04,Premium
P01416,Tono Santoso,Surabaya,2024-03-23,Reguler
P01417,Putri Suryani,Bandung,2024-10-26,Reguler
P01418,Maya Wijaya,Bandung,2023-05-05,Member
P01419,Jihan Nugroho,Semarang,2025-09-13,Reguler
P01420,Indra Wijaya,Jakarta Selatan,2023-10-18,Reguler
P01421,Lestari Halim,Tangerang Selatan,2023-12-12,Reguler
P01422,Mila Halim,Makassar,2024-11-05,Premium
P01423,Lukman Nugroho,Surabaya,2025-06-28,Reguler
P01424,Joko Ramadhan,Makassar,2024-09-07,Reguler
P01425,Sari Hartono,Tangerang Selatan,2024-03-25,Reguler
P01426,Dian Rahayu,Bekasi,2024-06-19,Reguler
P01427,Maya Permana,Jakarta Barat,2025-06-19,Member
P01428,Kirana Halim,Depok,2023-01-19,Reguler
P01429,Sari Aditya,Jakarta Selatan,2023-01-31,Reguler
P01430,Rangga Kusuma,Surabaya,2023-01-04,Member
P01431,Lukman Setiawan,Depok,2023-02-25,Reguler
P01432,Farah Permana,Surabaya,2025-02-21,Reguler
P01433,Mila Kusuma,Jakarta Selatan,2024-01-12,Member
P01434,Farah Pratama,Malang,2023-03-23,Reguler
P01435,Udin Anggraini,Tangerang Selatan,2024-07-16,Reguler
P01436,Hana Permana,Semarang,2024-03-11,Reguler
P01437,Lukman Nugroho,Tangerang Selatan,2023-05-29,Reguler
P01438,Udin Kusuma,Jakarta Selatan,2023-01-10,Reguler
P01439,Indra Halim,Yogyakarta,2023-10-30,Premium
P01440,Vina Nugroho,Bekasi,2025-04-21,Member
P01441,Mila Wijaya,Denpasar,2024-02-11,Premium
P01442,Zaki Suryani,Malang,2024-07-28,Reguler
P01443,Hesti Santoso,Bekasi,2023-10-25,Member
P01444,Gita Puspita,Surabaya,2024-11-14,Member
P01445,Galih Firmansyah,Jakarta Selatan,2025-03-31,Reguler
P01446,Lukman Hartono,Semarang,2023-12-18,Reguler
P01447,Yanti Gunawan,Jakarta Barat,2024-01-22,Reguler
P01448,Hesti Setiawan,Jakarta Selatan,2024-05-21,Reguler
P01449,Adi Kusuma,Tangerang Selatan,2024-04-11,Reguler
P01450,Putri Kusuma,Semarang,2023-08-25,Member
P01451,Zaki Setiawan,Surabaya,2024-03-16,Member
P01452,Wahyu Setiawan,Jakarta Selatan,2024-12-24,Reguler
P01453,Gita Hartono,Jakarta Barat,2024-12-12,Reguler
P01454,Maya Rahayu,Malang,2024-07-07,Reguler
P01455,Yanti Aditya,Tangerang Selatan,2024-09-26,Premium
P01456,Udin Gunawan,Bekasi,2023-09-05,Member
P01457,Kirana Nugroho,Makassar,2025-04-09,Premium
P01458,Naufal Hartono,Malang,2024-09-28,Member
P01459,Lestari Setiawan,Bandung,2023-02-17,Member
P01460,Lukman Setiawan,Malang,2024-07-20,Premium
P01461,Irfan Setiawan,Malang,2024-03-26,Reguler
P01462,Vina Nugroho,Yogyakarta,2023-10-03,Reguler
P01463,Citra Kusuma,Bekasi,2024-04-21,Reguler
P01464,Lukman Lestari,Jakarta Selatan,2023-05-22,Reguler
P01465,Bayu Lestari,Jakarta Selatan,2025-03-23,Reguler
P01466,Eka Rahayu,Surabaya,2024-09-22,Reguler
P01467,Hesti Hartono,Malang,2023-09-11,Reguler
P01468,Yanti Anggraini,Bekasi,2023-06-23,Member
P01469,Dewi Kusuma,Malang,2025-07-24,Member
P01470,Jihan Setiawan,Malang,2024-09-04,Member
P01471,Maya Firmansyah,Jakarta Selatan,2023-01-13,Member
P01472,Lukman Gunawan,Malang,2024-12-12,Reguler
P01473,Naufal Anggraini,Bandung,2023-05-25,Reguler
P01474,Galih Gunawan,Surabaya,2025-01-28,Reguler
P01475,Lestari Puspita,Semarang,2023-04-06,Reguler
P01476,Gita Kusuma,Malang,2024-11-17,Reguler
P01477,Jihan Saputra,Surabaya,2024-11-13,Reguler
P01478,Wahyu Lestari,Depok,2023-09-18,Reguler
P01479,Yanti Suryani,Bekasi,2023-10-01,Member
P01480,Budi Anggraini,Bandung,2024-08-27,Member
P01481,Joko Gunawan,Depok,2025-08-06,Reguler
P01482,Rangga Hartono,Surabaya,2024-01-30,Reguler
P01483,Galih Hartono,Depok,2025-01-31,Reguler
P01484,Tono Maulana,Jakarta Barat,2023-03-16,Reguler
P01485,Bayu Kusuma,Surabaya,2025-07-23,Reguler
P01486,Naufal Hartono,Tangerang Selatan,2023-10-19,Reguler
P01487,Rangga Setiawan,Tangerang Selatan,2023-08-17,Reguler
P01488,Vina Lestari,Semarang,2025-08-09,Reguler
P01489,Wahyu Halim,Surabaya,2025-08-06,Reguler
P01490,Vina Wijaya,Jakarta Barat,2023-07-15,Reguler
P01491,Adi Setiawan,Malang,2025-09-02,Member
P01492,Bayu Ramadhan,Denpasar,2023-09-10,Reguler
P01493,Galih Lestari,Semarang,2025-06-19,Reguler
P01494,Joko Wijaya,Surabaya,2023-03-07,Member
P01495,Irfan Santoso,Jakarta Barat,2025-07-22,Member
P01496,Irfan Wijaya,Semarang,2023-01-28,Reguler
P01497,Galih Puspita,Makassar,2025-08-09,Reguler
P01498,Kartika Halim,Depok,2024-04-22,Member
P01499,Indra Wijaya,Surabaya,2025-05-15,Reguler
P01500,Irfan Nugroho,Jakarta Selatan,2023-08-22,Member
P01501,Putri Suryani,Depok,2025-05-19,Reguler
P01502,Naufal Maulana,Bandung,2025-09-11,Reguler
P01503,Dian Nugroho,Jakarta Selatan,2024-11-20,Premium
P01504,Gita Hartono,Malang,2025-04-10,Reguler
P01505,Sari Santoso,Semarang,2024-10-30,Reguler
P01506,Jihan Halim,Semarang,2025-07-26,Member
P01507,Oki Gunawan,Jakarta Selatan,2024-04-08,Reguler
P01508,Putri Permana,Tangerang Selatan,2023-08-18,Reguler
P01509,Mila Ramadhan,Jakarta Barat,2024-04-12,Reguler
P01510,Indra Puspita,Bandung,2024-04-21,Reguler
P01511,Gita Santoso,Semarang,2023-05-18,Member
P01512,Udin Maulana,Surabaya,2025-05-07,Reguler
P01513,Mila Ramadhan,Depok,2023-09-16,Member
P01514,Budi Suryani,Jakarta Barat,2023-02-06,Reguler
P01515,Lukman Nugroho,Malang,2024-03-21,Reguler
P01516,Hesti Saputra,Bandung,2024-05-19,Member
P01517,Udin Lestari,Tangerang Selatan,2024-12-31,Member
P01518,Joko Santoso,Semarang,2025-01-27,Reguler
P01519,Lestari Puspita,Surabaya,2024-03-18,Premium
P01520,Farah Aditya,Jakarta Barat,2023-10-07,Member
P01521,Kirana Santoso,Jakarta Selatan,2025-01-03,Reguler
P01522,Oki Lestari,Jakarta Selatan,2025-05-14,Reguler
P01523,Indra Firmansyah,Tangerang Selatan,2024-08-22,Member
P01524,Wahyu Gunawan,Semarang,2024-03-24,Reguler
P01525,Jihan Firmansyah,Denpasar,2023-01-11,Premium
P01526,Joko Saputra,Malang,2023-01-04,Member
P01527,Citra Suryani,Depok,2023-01-15,Member
P01528,Joko Halim,Makassar,2024-08-22,Reguler
P01529,Hana Hartono,Makassar,2025-02-14,Reguler
P01530,Udin Firmansyah,Bandung,2024-09-08,Member
P01531,Maya Nugroho,Bandung,2023-04-05,Premium
P01532,Maya Hartono,Depok,2025-01-06,Member
P01533,Indra Wijaya,Surabaya,2023-12-08,Premium
P01534,Rangga Suryani,Tangerang Selatan,2025-04-21,Member
P01535,Galih Kusuma,Jakarta Selatan,2024-03-20,Premium
P01536,Budi Suryani,Bekasi,2025-03-11,Member
P01537,Citra Kusuma,Surabaya,2024-04-17,Reguler
P01538,Vina Aditya,Bandung,2024-04-29,Reguler
P01539,Gita Kusuma,Bandung,2023-02-20,Reguler
P01540,Yanti Setiawan,Semarang,2023-05-29,Reguler
P01541,Okta Wijaya,Semarang,2023-04-23,Member
P01542,Hesti Rahayu,Depok,2025-04-25,Premium
P01543,Sari Firmansyah,Surabaya,2024-10-07,Reguler
P01544,Lestari Anggraini,Jakarta Selatan,2025-03-10,Reguler
P01545,Wahyu Firmansyah,Semarang,2025-08-21,Member
P01546,Lestari Anggraini,Tangerang Selatan,2023-12-26,Reguler
P01547,Irfan Anggraini,Depok,2024-12-06,Reguler
P01548,Putri Setiawan,Malang,2023-09-15,Member
P01549,Citra Halim,Surabaya,2024-07-07,Member
P01550,Wahyu Firmansyah,Semarang,2023-08-16,Member
P01551,Lestari Gunawan,Tangerang Selatan,2024-02-17,Premium
P01552,Budi Gunawan,Jakarta Selatan,2025-04-15,Member
P01553,Farah Rahayu,Bekasi,2025-07-17,Reguler
P01554,Mila Maulana,Jakarta Barat,2023-09-30,Member
P01555,Tono Setiawan,Semarang,2024-06-02,Member
P01556,Nanda Santoso,Makassar,2023-02-03,Reguler
P01557,Fajar Lestari,Malang,2024-02-27,Reguler
P01558,Rangga Wijaya,Denpasar,2025-09-24,Reguler
P01559,Lestari Firmansyah,Jakarta Barat,2024-04-17,Reguler
P01560,Yanti Gunawan,Depok,2024-09-12,Reguler
P01561,Zaki Setiawan,Jakarta Selatan,2024-01-02,Reguler
P01562,Irfan Ramadhan,Surabaya,2023-12-16,Member
P01563,Farah Permana,Jakarta Selatan,2025-03-06,Reguler
P01564,Lestari Santoso,Makassar,2024-07-24,Reguler
P01565,Putri Gunawan,Bandung,2024-07-13,Member
P01566,Budi Rahayu,Yogyakarta,2023-10-13,Reguler
P01567,Citra Suryani,Jakarta Selatan,2023-10-28,Member
P01568,Citra Saputra,Depok,2024-04-19,Premium
P01569,Nanda Pratama,Denpasar,2023-10-20,Reguler
P01570,Maya Anggraini,Jakarta Selatan,2023-12-08,Member
P01571,Jihan Firmansyah,Makassar,2025-04-02,Member
P01572,Adi Rahayu,Jakarta Barat,2023-04-20,Reguler
P01573,Maya Firmansyah,Bekasi,2025-08-31,Member
P01574,Lestari Firmansyah,Bekasi,2023-03-14,Member
P01575,Kartika Aditya,Tangerang Selatan,2025-06-28,Reguler
P01576,Dewi Saputra,Depok,2023-03-01,Premium
P01577,Farah Puspita,Surabaya,2025-04-20,Reguler
P01578,Kirana Wijaya,Jakarta Selatan,2025-09-16,Member
P01579,Udin Firmansyah,Malang,2024-06-23,Member
P01580,Oki Firmansyah,Makassar,2023-05-08,Reguler
P01581,Oki Suryani,Denpasar,2024-04-02,Reguler
P01582,Hesti Anggraini,Jakarta Barat,2024-07-10,Member
P01583,Lestari Anggraini,Yogyakarta,2025-09-15,Reguler
P01584,Rangga Firmansyah,Semarang,2025-07-29,Member
P01585,Nanda Setiawan,Semarang,2025-08-30,Member
P01586,Adi Puspita,Semarang,2024-07-02,Reguler
P01587,Kartika Puspita,Tangerang Selatan,2023-07-30,Member
P01588,Hesti Permana,Semarang,2025-07-04,Reguler
P01589,Sari Wijaya,Makassar,2023-10-03,Member
P01590,Adi Anggraini,Depok,2023-02-05,Member
P01591,Nanda Santoso,Jakarta Barat,2023-08-05,Reguler
P01592,Putri Aditya,Bandung,2025-09-12,Reguler
P01593,Hesti Wijaya,Depok,2023-11-18,Reguler
P01594,Udin Anggraini,Surabaya,2024-03-01,Reguler
P01595,Eka Firmansyah,Tangerang Selatan,2023-06-08,Premium
P01596,Maya Setiawan,Jakarta Barat,2024-02-12,Member
P01597,Lestari Pratama,Jakarta Barat,2024-09-29,Reguler
P01598,Jihan Permana,Surabaya,2023-10-12,Reguler
P01599,Dewi Pratama,Surabaya,2025-06-13,Premium
P01600,Putri Nugroho,Depok,2023-03-10,Reguler
P01601,Maya Anggraini,Semarang,2025-01-15,Premium
P01602,Dewi Hartono,Tangerang Selatan,2025-03-21,Reguler
P01603,Adi Permana,Bandung,2025-03-13,Reguler
P01604,Yanti Saputra,Denpasar,2025-02-26,Reguler
P01605,Sari Hartono,Bandung,2023-11-14,Member
P01606,Maya Lestari,Depok,2023-08-03,Reguler
P01607,Hana Halim,Tangerang Selatan,2023-02-09,Member
P01608,Yanti Gunawan,Jakarta Barat,2025-05-10,Reguler
P01609,Maya Santoso,Jakarta Barat,2024-02-20,Reguler
P01610,Indra Puspita,Jakarta Barat,2023-01-03,Reguler
P01611,Hesti Suryani,Makassar,2024-02-02,Reguler
P01612,Farah Nugroho,Denpasar,2024-07-11,Reguler
P01613,Hesti Aditya,Surabaya,2023-07-21,Reguler
P01614,Zaki Suryani,Tangerang Selatan,2024-08-21,Reguler
P01615,Tono Puspita,Depok,2024-08-18,Member
P01616,Gita Santoso,Makassar,2025-05-22,Reguler
P01617,Indra Kusuma,Depok,2025-09-26,Reguler
P01618,Adi Santoso,Malang,2024-05-30,Reguler
P01619,Lestari Rahayu,Malang,2025-09-09,Reguler
P01620,Irfan Ramadhan,Jakarta Selatan,2024-10-07,Reguler
P01621,Kirana Pratama,Depok,2023-10-22,Reguler
P01622,Lestari Puspita,Tangerang Selatan,2024-12-31,Reguler
P01623,Kartika Aditya,Malang,2024-12-28,Member
P01624,Naufal Suryani,Malang,2025-02-13,Reguler
P01625,Citra Lestari,Jakarta Barat,2025-02-13,Reguler
P01626,Fajar Lestari,Depok,2023-08-21,Reguler
P01627,Budi Wijaya,Semarang,2024-01-09,Reguler
P01628,Udin Permana,Bekasi,2023-04-16,Member
P01629,Galih Suryani,Tangerang Selatan,2023-03-29,Member
P01630,Putri Anggraini,Jakarta Barat,2023-04-27,Member
P01631,Lukman Gunawan,Depok,2024-05-03,Member
P01632,Tono Gunawan,Jakarta Barat,2025-05-28,Reguler
P01633,Nanda Kusuma,Jakarta Selatan,2024-08-03,Premium
P01634,Naufal Santoso,Bekasi,2023-05-23,Reguler
P01635,Bayu Pratama,Denpasar,2025-05-26,Premium
P01636,Kirana Anggraini,Semarang,2023-12-28,Reguler
P01637,Nanda Setiawan,Surabaya,2024-04-19,Reguler
P01638,Sari Suryani,Bekasi,2024-01-24,Reguler
P01639,Kirana Puspita,Tangerang Selatan,2024-03-14,Reguler
P01640,Oki Puspita,Bandung,2023-11-14,Reguler
P01641,Maya Firmansyah,Depok,2025-05-16,Premium
P01642,Irfan Anggraini,Tangerang Selatan,2024-10-22,Reguler
P01643,Dian Suryani,Bekasi,2023-10-06,Premium
P01644,Maya Pratama,Jakarta Barat,2024-04-15,Reguler
P01645,Nanda Kusuma,Malang,2024-11-23,Member
P01646,Nanda Kusuma,Yogyakarta,2023-04-17,Reguler
P01647,Eka Kusuma,Bandung,2024-09-01,Reguler
P01648,Adi Rahayu,Bekasi,2023-12-26,Member
P01649,Zaki Setiawan,Semarang,2023-05-24,Member
P01650,Citra Ramadhan,Surabaya,2025-02-02,Reguler
P01651,Udin Wijaya,Surabaya,2025-02-13,Premium
P01652,Joko Wijaya,Bandung,2023-07-30,Member
P01653,Fajar Halim,Malang,2023-04-08,Member
P01654,Mila Lestari,Jakarta Barat,2024-01-21,Reguler
P01655,Indra Gunawan,Bekasi,2025-05-28,Member
P01656,Joko Puspita,Semarang,2023-03-31,Reguler
P01657,Hana Ramadhan,Surabaya,2024-11-13,Member
P01658,Udin Kusuma,Semarang,2024-10-27,Reguler
P01659,Vina Kusuma,Bandung,2025-09-26,Member
P01660,Kartika Wijaya,Tangerang Selatan,2024-03-25,Member
P01661,Naufal Anggraini,Jakarta Selatan,2023-02-28,Reguler
P01662,Budi Kusuma,Tangerang Selatan,2024-01-16,Member
P01663,Tono Saputra,Surabaya,2024-01-29,Premium
P01664,Indra Maulana,Denpasar,2025-07-24,Reguler
P01665,Bayu Wijaya,Bekasi,2023-12-08,Reguler
P01666,Kartika Hartono,Tangerang Selatan,2025-05-04,Reguler
P01667,Maya Firmansyah,Jakarta Selatan,2024-10-14,Reguler
P01668,Adi Pratama,Semarang,2024-02-02,Reguler
P01669,Budi Kusuma,Makassar,2025-05-11,Reguler
P01670,Lestari Suryani,Surabaya,2023-01-11,Member
P01671,Gita Gunawan,Bekasi,2025-05-22,Member
P01672,Putri Firmansyah,Jakarta Selatan,2024-09-30,Reguler
P01673,Naufal Santoso,Surabaya,2025-06-20,Member
P01674,Kartika Suryani,Depok,2025-06-02,Member
P01675,Gita Aditya,Semarang,2024-02-29,Member
P01676,Farah Hartono,Surabaya,2023-06-01,Reguler
P01677,Farah Firmansyah,Malang,2023-10-01,Reguler
P01678,Tono Setiawan,Surabaya,2025-07-23,Premium
P01679,Hesti Nugroho,Depok,2025-05-03,Member
P01680,Maya Suryani,Bandung,2025-03-19,Reguler
P01681,Lukman Nugroho,Depok,2025-01-18,Reguler
P01682,Nanda Anggraini,Semarang,2025-01-07,Reguler
P01683,Okta Suryani,Jakarta Selatan,2025-06-14,Premium
P01684,Lukman Rahayu,Bekasi,2024-03-04,Premium
P01685,Galih Firmansyah,Yogyakarta,2023-06-05,Reguler
P01686,Kirana Anggraini,Denpasar,2023-12-14,Reguler
P01687,Budi Firmansyah,Bekasi,2024-09-03,Reguler
P01688,Dewi Puspita,Malang,2023-08-14,Reguler
P01689,Hana Aditya,Tangerang Selatan,2023-07-15,Reguler
P01690,Galih Kusuma,Makassar,2024-11-16,Reguler
P01691,Mila Maulana,Depok,2024-10-16,Member
P01692,Joko Lestari,Tangerang Selatan,2025-02-16,Reguler
P01693,Eka Permana,Tangerang Selatan,2025-03-28,Reguler
P01694,Sari Suryani,Tangerang Selatan,2023-02-17,Reguler
P01695,Budi Wijaya,Jakarta Selatan,2023-08-07,Reguler
P01696,Budi Setiawan,Jakarta Barat,2024-12-20,Reguler
P01697,Eka Firmansyah,Depok,2024-04-18,Reguler
P01698,Nanda Aditya,Malang,2024-11-16,Reguler
P01699,Sari Maulana,Depok,2023-07-26,Reguler
P01700,Lukman Pratama,Yogyakarta,2024-03-22,Reguler
P01701,Dewi Hartono,Jakarta Selatan,2024-11-27,Reguler
P01702,Mila Santoso,Jakarta Barat,2023-01-24,Member
P01703,Joko Suryani,Malang,2023-07-13,Premium
P01704,Fajar Wijaya,Semarang,2023-07-02,Reguler
P01705,Gita Santoso,Surabaya,2025-02-14,Reguler
P01706,Mila Aditya,Surabaya,2023-12-22,Reguler
P01707,Eka Halim,Surabaya,2025-07-11,Member
P01708,Gita Maulana,Tangerang Selatan,2023-08-25,Premium
P01709,Farah Permana,Jakarta Selatan,2024-12-07,Reguler
P01710,Gita Permana,Semarang,2025-03-07,Premium
P01711,Citra Aditya,Tangerang Selatan,2024-08-22,Reguler
P01712,Nanda Suryani,Yogyakarta,2024-11-24,Reguler
P01713,Fajar Maulana,Yogyakarta,2024-12-26,Member
P01714,Okta Aditya,Bandung,2023-10-05,Reguler
P01715,Bayu Maulana,Jakarta Selatan,2024-02-05,Reguler
P01716,Nanda Halim,Denpasar,2023-04-25,Member
P01717,Jihan Santoso,Malang,2023-11-10,Reguler
P01718,Vina Saputra,Surabaya,2024-11-13,Premium
P01719,Oki Nugroho,Bekasi,2024-07-13,Reguler
P01720,Citra Maulana,Bandung,2025-02-02,Reguler
P01721,Tono Wijaya,Jakarta Selatan,2024-03-28,Reguler
P01722,Galih Wijaya,Yogyakarta,2024-02-22,Reguler
P01723,Nanda Firmansyah,Surabaya,2023-11-14,Reguler
P01724,Rangga Wijaya,Denpasar,2023-08-08,Member
P01725,Gita Aditya,Bandung,2024-11-19,Reguler
P01726,Farah Suryani,Depok,2024-04-29,Member
P01727,Citra Saputra,Jakarta Barat,2024-12-27,Premium
P01728,Dian Firmansyah,Semarang,2025-07-15,Reguler
P01729,Okta Santoso,Tangerang Selatan,2023-07-20,Reguler
P01730,Adi Gunawan,Makassar,2023-10-03,Reguler
P01731,Farah Rahayu,Jakarta Barat,2023-02-21,Reguler
P01732,Vina Lestari,Bandung,2024-05-02,Reguler
P01733,Maya Anggraini,Denpasar,2025-02-07,Reguler
P01734,Bayu Hartono,Denpasar,2024-11-26,Member
P01735,Citra Lestari,Tangerang Selatan,2023-09-30,Member
P01736,Sari Wijaya,Malang,2023-01-21,Reguler
P01737,Irfan Pratama,Denpasar,2023-06-02,Reguler
P01738,Gita Firmansyah,Tangerang Selatan,2024-06-05,Reguler
P01739,Naufal Pratama,Jakarta Barat,2023-09-09,Reguler
P01740,Lestari Puspita,Jakarta Selatan,2023-11-29,Reguler
P01741,Udin Firmansyah,Depok,2025-09-10,Reguler
P01742,Yanti Gunawan,Bandung,2023-10-26,Reguler
P01743,Hana Hartono,Bekasi,2024-08-03,Reguler
P01744,Galih Aditya,Denpasar,2024-05-14,Member
P01745,Bayu Halim,Surabaya,2024-08-20,Reguler
P01746,Udin Gunawan,Denpasar,2025-09-14,Member
P01747,Tono Halim,Jakarta Barat,2024-12-13,Reguler
P01748,Maya Aditya,Depok,2024-02-14,Premium
P01749,Wahyu Maulana,Bekasi,2023-01-26,Premium
P01750,Joko Wijaya,Jakarta Selatan,2023-08-02,Member
P01751,Kartika Lestari,Jakarta Selatan,2025-02-20,Reguler
P01752,Indra Maulana,Tangerang Selatan,2024-08-01,Reguler
P01753,Dian Permana,Jakarta Barat,2023-10-30,Member
P01754,Indra Anggraini,Surabaya,2023-04-12,Reguler
P01755,Dewi Ramadhan,Surabaya,2023-01-22,Member
P01756,Citra Santoso,Tangerang Selatan,2025-08-02,Member
P01757,Okta Kusuma,Surabaya,2024-03-17,Reguler
P01758,Galih Nugroho,Tangerang Selatan,2025-04-28,Reguler
P01759,Citra Anggraini,Yogyakarta,2025-04-12,Member
P01760,Hesti Lestari,Yogyakarta,2024-03-12,Member
P01761,Naufal Halim,Surabaya,2024-05-04,Member
P01762,Maya Ramadhan,Depok,2023-05-27,Member
P01763,Hana Firmansyah,Bandung,2023-09-18,Reguler
P01764,Wahyu Anggraini,Surabaya,2023-05-17,Reguler
P01765,Mila Aditya,Surabaya,2024-10-23,Reguler
P01766,Tono Santoso,Bandung,2025-06-10,Reguler
P01767,Kirana Hartono,Malang,2023-01-11,Member
P01768,Nanda Puspita,Surabaya,2024-07-08,Premium
P01769,Eka Puspita,Bekasi,2025-01-24,Reguler
P01770,Oki Suryani,Bandung,2023-05-10,Member
P01771,Indra Gunawan,Makassar,2025-08-22,Member
P01772,Budi Setiawan,Bekasi,2025-02-06,Reguler
P01773,Yanti Suryani,Surabaya,2023-11-06,Member
P01774,Nanda Permana,Depok,2025-05-26,Member
P01775,Udin Saputra,Bandung,2024-02-23,Reguler
P01776,Mila Suryani,Bandung,2025-07-11,Reguler
P01777,Kirana Pratama,Surabaya,2024-12-29,Reguler
P01778,Maya Puspita,Surabaya,2025-08-11,Reguler
P01779,Hesti Nugroho,Malang,2024-03-23,Premium
P01780,Oki Halim,Tangerang Selatan,2024-06-30,Reguler
P01781,Udin Puspita,Surabaya,2023-03-29,Reguler
P01782,Oki Pratama,Bekasi,2023-10-17,Reguler
P01783,Kartika Anggraini,Bekasi,2025-04-21,Member
P01784,Yanti Aditya,Bekasi,2023-02-20,Member
P01785,Dewi Wijaya,Depok,2025-05-12,Reguler
P01786,Rangga Halim,Malang,2023-08-29,Member
P01787,Rangga Wijaya,Bandung,2025-06-26,Reguler
P01788,Rangga Lestari,Bekasi,2025-02-14,Reguler
P01789,Fajar Anggraini,Depok,2025-03-20,Reguler
P01790,Mila Lestari,Surabaya,2023-10-01,Reguler
P01791,Irfan Ramadhan,Semarang,2023-04-22,Member
P01792,Irfan Rahayu,Jakarta Selatan,2024-01-28,Reguler
P01793,Dewi Puspita,Jakarta Selatan,2023-01-16,Reguler
P01794,Budi Santoso,Depok,2024-04-22,Reguler
P01795,Yanti Saputra,Makassar,2025-09-17,Reguler
P01796,Sari Permana,Jakarta Barat,2023-03-05,Reguler
P01797,Dewi Rahayu,Surabaya,2024-06-19,Reguler
P01798,Hana Kusuma,Bekasi,2024-11-17,Reguler
P01799,Farah Pratama,Surabaya,2024-06-06,Member
P01800,Putri Firmansyah,Yogyakarta,2023-08-13,Reguler
P01801,Citra Halim,Surabaya,2024-03-26,Premium
P01802,Joko Pratama,Jakarta Selatan,2023-04-25,Premium
P01803,Citra Nugroho,Jakarta Selatan,2024-06-27,Reguler
P01804,Kirana Anggraini,Depok,2025-04-03,Reguler
P01805,Dewi Lestari,Bandung,2024-02-24,Premium
